Tweet Id,Text,UTC,Favorites,Retweets,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1326585083218812930,"RT @UW_StudentLife : Today, and every day, we honor our student veterans, and show gratitude for their contributions to @UWMadison and our country. 

Vice Chancellor for Student Affairs @LoriReesor, salutes veterans and other military-connected students. 

https://t.co/g9JGD2N5aR",2020-11-11T17:58:25.000Z,0,0,https://chancellor.wisc.edu/blog/in-gratitude-this-veterans-day/ ,0,2,,,,,
1326579332068896768,"RT @UWMadEducation : .@UWMadison’s @XueliWang1, a professor with our Dept. of Educational Leadership and Policy Analysis, is receiving a major award from @ASHEoffice for her groundbreaking work examining issues of equity in the transfer process. Learn more: https://t.co/eNCLcdck8D https://t.co/Tyqh3uTHgp",2020-11-11T17:35:34.000Z,0,0,https://go.wisc.edu/he9l2v ,0,3,photo,https://pbs.twimg.com/media/Emeaey7W8AMrOxp.jpg,,,
1326569620740960257,"RT @UWHealth : As we see COVID-19 disproportionately impacting Black, Latinx and Indigenous people, we are reminded of the importance of ensuring everyone gets a #FluShot to protect against severe #influenza outcomes. https://t.co/gz2McHFLg3",2020-11-11T16:56:58.000Z,0,0,https://www.uwhealth.org/53571 ,2,0,,,,,
1326560669869764621,"RT @UWInnovate : Want to start a business or bring a research discovery to market? As #StartupWI week kicks off, we’re excited to introduce Start In UW-Madison, where campus innovators can connect with vetted campus resources and organizations who can help. Check it out: https://t.co/i1SaKvvtcf https://t.co/Z0jWl5VVN5",2020-11-11T16:21:24.000Z,0,0,https://go.wisc.edu/5e3aum ,1,0,photo,https://pbs.twimg.com/media/EmjRP-ZVgAMU0FQ.jpg,,,
1326544374172319744,"To all members of the armed forces — including those who have faced a different kind of deployment this year on the front lines against #COVID19, like students Ben Keegstra, Kristy Jorgensen &amp; Jamie Schrimpf — thank you! 🙏 #VeteransDay  https://t.co/XQMjEb1PNK",2020-11-11T15:16:39.000Z,18,7,https://madison.com/wsj/news/local/education/university/protests-polls-pandemic-wisconsin-national-guard-members-faced-a-busy-2020/article_1a970239-ef21-55fe-b7dd-6e413be593a1.html ,2,0,,,,,
1326333090457939968,"RT @StartupWisco : 149 virtual events
13 cities
#StartupWI Week starts Tomorrow!

Create your schedule: https://t.co/ZiubiRdbQX

@TRBizStarts @headwayio @CoLabEC @irontek_beloit @UWInnovate @StartupMKE @altacei @TheNewNorth",2020-11-11T01:17:05.000Z,0,0,https://startupwi.sched.com/ ,1,8,,,,,
1326329524183834629,"@jennablasco @uw_diversity @UWMadisonMedia @BeckyBlank We will take appropriate action based on university policy and standards of employee conduct once the investigation is completed. We reject all acts of violence and threats to any member of our community. These actions have no place on campus or in the Madison community.

2/2",2020-11-11T01:02:55.000Z,0,0,,0,4,,,,,
1326329464125616128,"@jennablasco @uw_diversity @UWMadisonMedia @BeckyBlank UW–Madison takes these allegations very seriously. We are following our standard procedure to investigate this incident with cooperation from both our Office of Human Resources and Facilities Planning &amp; Management (which oversees the Physical Plant).

1/2",2020-11-11T01:02:40.000Z,0,0,,0,4,,,,,
1326328918576668673,"RT @Bellmanequation : Join us at 7:00 PM here:
https://t.co/bXjTzRl1Nn",2020-11-11T01:00:30.000Z,0,0,https://www.youtube.com/watch?v=bPlB6ob8Rp0&feature=youtu.be ,0,0,,,,,
1326306694335434752,"State, UW–Madison &amp; UW Health employees in Dane County can support groups with enormous impact through #PartnersInGiving.

At https://t.co/rTw3Yllfa6 you can help EarthShare WI protect our air and water, climate, open spaces &amp; more.

More info: https://t.co/fizmUEseKf #WiGives",2020-11-10T23:32:12.000Z,1,0,https://giving.wi.gov https://youtu.be/K3D4R2EJNAc ,2,0,,,,,
1326291544953954305,"In a blog post honoring Veterans Day, Vice Chancellor for Student Affairs @LoriReesor salutes UW–Madison's student veterans and other military-connected students. ""I see amazing examples of resilience,"" she writes.

Read more: https://t.co/InTXFgd4SV

@UW_StudentLife",2020-11-10T22:32:00.000Z,14,10,https://chancellor.wisc.edu/blog/in-gratitude-this-veterans-day/ ,0,2,,,,,
1326284193073160193,"As a shortlisted @TheBookerPrizes author, UW–Madison alumnus Brandon Taylor (@blgtylr) will discuss his novel Real Life this Thursday, November 12 on @BBCRadio4 and online.

📚Watch party, 11 am CST: https://t.co/Iwp2wv0Q32
📚Front Row radio show, 1:15 pm: https://t.co/7SWdzsBuPO",2020-11-10T22:02:47.000Z,22,5,https://fb.me/e/3I9azSC6a https://fb.me/e/lw1LutV74 ,0,3,,,,,
1326275941954416643,"The events of 2020 have had major economic impact—but what comes next?

Tonight at 7 pm, join @WisAlumni for a livestream and Q &amp; A with two renowned @WIeconomics professors to discuss current markets and lessons for the future. 

https://t.co/dZpAEXkWkV",2020-11-10T21:30:00.000Z,7,3,https://www.uwalumni.com/news_release/the-uw-now-livestream-our-economic-possibilities/ ,0,2,,,,,
1326261457579859969,"Tomorrow, 11/11, @WisconsinUnion will light Memorial Union in red, white and blue for Veterans Day, recognizing and honoring all of those who have served in our military. Thank you, veterans!

https://t.co/sBm4U1I5id https://t.co/SyLr63We44",2020-11-10T20:32:26.000Z,92,5,https://go.wisc.edu/mu111120 ,0,1,photo,https://pbs.twimg.com/media/EmfGElDXUAAiHKo.jpg,,,
1326213092695531528,"@UWBIPOCCo We will take appropriate action based on university policy and standards of employee conduct once the investigation is completed. We reject all acts of violence and threats to any member of our community. These actions have no place on campus or in the Madison community.

2/2",2020-11-10T17:20:15.000Z,1,0,,0,1,,,,,
1326213000295018498,"@UWBIPOCCo UW–Madison takes these allegations very seriously. We are following our standard procedure to investigate this incident with cooperation from both our Office of Human Resources and Facilities Planning &amp; Management (which oversees the Physical Plant).

1/2",2020-11-10T17:19:53.000Z,1,0,,0,1,,,,,
1325906382160359424,"RT @UWMadScience : The world's coral reefs are threatened by warming oceans. But fortunately new research out of @UWMadPhysics suggests corals can still build their bony skeletons even as oceans acidify, good news for our invertebrate friends. https://t.co/b8ayAPDbvJ",2020-11-09T21:01:30.000Z,0,0,https://news.wisc.edu/a-better-understanding-of-coral-skeleton-growth-suggests-ways-to-restore-reefs/ ,0,1,,,,,
1325877701329088513,RT @UHSMadison : There is still time to get your free flu shot Badgers! The encore flu clinic at the Nicholas Recreation Center will go on until 5 p.m. tonight. No appointments needed! https://t.co/HJcuac9Fk3,2020-11-09T19:07:32.000Z,0,0,,0,0,photo,https://pbs.twimg.com/media/EmZ2s2tXMAc15At.jpg,,,
1325854486972289027,"RT @UW_StudentLife : In September, students who lived in Witte or Sellery, and some involved in sororities and fraternities, were told to quarantine to help stop the spread of COVID–19. Read this story to learn how students and staff connected through quarantine. @UWMadison 
https://t.co/2x8uXNPwh8",2020-11-09T17:35:17.000Z,0,0,https://students.wisc.edu/news/strengthening-community-during-covid-19/ ,0,1,,,,,
1325834727203409920,"👋 students — TODAY is the deadline to complete the student survey you received via email. 

We’d like to know what has worked and what hasn’t worked so well this fall. Help UW provide the support that students need to be safe, healthy and successful.

https://t.co/RPD4OVtURZ",2020-11-09T16:16:46.000Z,8,7,https://covidresponse.wisc.edu/student-needs-and-experiences-questionnaires/ ,0,0,,,,,
1325494602846101504,RT @JakeWoodTR : Honored to have #onceawarriorbook featured in @OnWisMag this month! The @UWBadgers community has always supported me - from the Marines to @TeamRubicon https://t.co/JEUjNnztZ0,2020-11-08T17:45:14.000Z,0,0,,1,3,photo,https://pbs.twimg.com/media/EmUaKiKVkAUynNz.jpg,https://pbs.twimg.com/media/EmUaKiKU4AAeGAR.jpg,,
1325131475155480579,"RT @UHSMadison : We know the weather is nice out Badgers, but while you enjoy the sun, we want to remind you to:
- wear a face covering at all times
- stay six feet apart from others 
- limit gatherings to people in your home https://t.co/twwkrVtawS",2020-11-07T17:42:18.000Z,0,0,,0,0,photo,https://pbs.twimg.com/media/EmPPxVcVMAMEiCa.jpg,,,
1324846951020507143,"Darren Martin shares his reasons for giving through the #PartnersInGiving campaign at https://t.co/zDPKNzsKdO: ""It's important to be involved and engaged with community organizations that are working on behalf of us.""

Hear more from Darren: https://t.co/skZxcydDsC

#WiGives",2020-11-06T22:51:42.000Z,2,0,http://giving.wi.gov https://www.youtube.com/watch?v=qvTRbvL3J3o ,2,0,,,,,
1324846949225345029,"State, UW and UW Health employees are sharing their reasons for giving through the #PartnersInGiving campaign to help the vital work of more than 500 organizations worldwide. 

We are #StrongerTogether, and we can make a difference: https://t.co/RydpWSrihr

#WiGives https://t.co/XXEpbOz8AF",2020-11-06T22:51:41.000Z,5,0,https://giving.wi.gov/ ,3,0,photo,https://pbs.twimg.com/media/EmKdrIqWkAEbTRN.jpg,,,
1324813219534413832,"RT @UWMadisonCALS : The virtual celebration of campus' new Meat Science and Animal Biologics Discovery building is now live! 

Join us and celebrate at https://t.co/9P5rqZG5wQ!

#MeatOurNewBuilding https://t.co/0V9QL455Go",2020-11-06T20:37:40.000Z,0,0,http://msabd.cals.wisc.edu ,1,0,photo,https://pbs.twimg.com/media/EmKLWazXIAExiyg.jpg,,,
1324804267782397954,"RT @UWMadScience : 🧬@UWMadison researchers say sequencing virus genomes  should be routine part of fighting outbreaks — after 200 variants of #SARSCoV2 help explain why two Wisconsin counties had v. different early pandemic experiences. 
https://t.co/56d0O6fBwH",2020-11-06T20:02:05.000Z,0,0,https://news.wisc.edu/tracking-virus-mutations-reveals-success-of-stay-at-home-orders/ ,1,1,,,,,
1324750799814205440,RT @PublicHealthMDC : Really interesting research on tracking virus mutations coming out of @UWMadison: https://t.co/dKAogyW5Xr! Read highlights in this great thread from one of the study's authors 👇👇 https://t.co/wR1QvgKNc1,2020-11-06T16:29:38.000Z,0,0,https://news.wisc.edu/tracking-virus-mutations-reveals-success-of-stay-at-home-orders/ https://twitter.com/KATarinambraun/status/1323770743788851202 ,0,1,,,,,
1324743536080785413,"RT @UWHealth : Stay healthy during #flu season:
✅ Get your flu shot.
✅ Mask up and maintain physical distancing.
✅ Practice good hygiene.
✅ Stay home when you don’t feel well.
https://t.co/kOi3JpyvQk",2020-11-06T16:00:46.000Z,0,0,https://www.uwhealth.org/flu/defending-your-family-against-the-flu/12396 ,1,0,,,,,
1324437030156312577,"👋 students: Please complete the student survey you received via email by Monday. We’d like to know what has worked and what hasn’t worked so well this fall. Help the university provide the support that students need to be safe, healthy, and successful.

https://t.co/0gNkHsXakQ",2020-11-05T19:42:49.000Z,9,3,http://go.wisc.edu/fall20survey ,0,0,,,,,
1324429982794395649,🚨 Attention Badgers: https://t.co/WBddscwT5U,2020-11-05T19:14:49.000Z,12,6,https://twitter.com/UHSMadison/status/1324418103627927552 ,0,0,,,,,
1324428745231519747,"RT @UWAdmissions : First-Generation Student Day is this Sunday, 11/8! Are you a first-gen #FutureBadger with questions about student life at @UWMadison? DM them to us by Sunday, and our first-generation Badger student will answer! https://t.co/8N8tVRH9B5",2020-11-05T19:09:54.000Z,0,0,,1,1,photo,https://pbs.twimg.com/media/EmFJK3kXgAA9SI3.jpg,,,
1324408698350043136,"To accommodate more regular and frequent #COVID19 testing of all students and employees in the spring semester, UW–Madison will partner with Shield T3, a subsidiary of @Illinois_Alma. 

Shield T3 will be able to add up to 10,000 additional tests per day. 
https://t.co/fpE1FjBUrs",2020-11-05T17:50:14.000Z,49,12,https://news.wisc.edu/uw-madison-to-expand-covid-19-testing-in-spring/ ,1,1,,,,,
1324401201060990978,#MeatOurNewBuilding tomorrow (11/6) at 12:00 p.m.! 🎊 https://t.co/vKuRdpE6cI,2020-11-05T17:20:27.000Z,37,2,https://twitter.com/wisidea/status/1324399930073559040 ,1,0,,,,,
1324388519209566208,"Your #COVID19 questions, answered by UW-Madison experts:

✅ What is a viral load? How is it used to test for the coronavirus?

✅ What is the cost-benefit analysis for COVID-19?

https://t.co/YSv3F3qIMN",2020-11-05T16:30:03.000Z,7,3,https://news.wisc.edu/covid-questions-viral-load-the-value-of-life/ ,1,0,,,,,
1324358303489658887,"RT @wisidea : Over the last decade, dozens of @UWMadison students have added one more chapter to their thesis, distilling years of research into accessible terms. 

""Every UW PhD thesis should have a chapter sharing the joy in their work. Long live the Wisconsin Idea.""
https://t.co/qCT2pDVQqB",2020-11-05T14:29:59.000Z,0,0,https://news.wisc.edu/thesis-writing-program-shares-joy-of-scientific-research/ ,0,1,,,,,
1324105261146144768,"And thanks, Badgers, for getting out and voting.

✅✅✅ https://t.co/bAmP1sxyqh",2020-11-04T21:44:29.000Z,377,11,https://twitter.com/MadisonWIClerk/status/1323882301202305025 ,0,0,,,,,
1324091894675197954,RT @UWMadison_VPTL : Hey Badgers:  we want your feedback about fall semester!  Check your e-mail for a link to complete our student survey.  https://t.co/XJPmbxEY8s,2020-11-04T20:51:22.000Z,0,0,https://covidresponse.wisc.edu/student-needs-and-experiences-questionnaires/ ,0,0,,,,,
1324074489756438531,"#UWMadison climbed three spots in @timeshighered's 2020 World Reputation Rankings, reaching No. 33. 

#OnWisconsin 
https://t.co/Dex4QkQdgT",2020-11-04T19:42:13.000Z,50,8,https://www.timeshighereducation.com/world-university-rankings/2020/reputation-ranking?utm_source=WUR+MASTER&utm_campaign=1a392de204-EMAIL_CAMPAIGN_2020_10_14_11_48_COPY_01&utm_medium=email&utm_term=0_724ad68d94-1a392de204-64122609#!/page/0/length/25/sort_by/rank/sort_order/asc/cols/stats ,2,1,,,,,
1324054525498576896,"RT @UHSMadison : UHS is offering several resources for those dealing with stress related to the election, including a processing space today at 5:30 p.m. Visit https://t.co/rUSjencIcs to sign up and explore other resources.",2020-11-04T18:22:53.000Z,0,0,https://www.uhs.wisc.edu/mental-health/election-stress/ ,0,0,,,,,
1324038324647055360,"In a new survey of student engagement, UW–Madison seniors overwhelmingly gave the university high marks for academic quality and rated their overall educational experience higher than students at peer institutions.

https://t.co/UzgCj1Kgr5",2020-11-04T17:18:30.000Z,58,4,https://news.wisc.edu/students-give-uw-madison-high-marks-for-academic-quality-overall-educational-experience/ ,0,0,,,,,
1324007805322436608,"Were you a provisional voter in Madison? You have until 4 p.m. Friday to provide the Madison City Clerk’s office with your photo ID, and have your vote be counted.

https://t.co/LSxa1WWdiz",2020-11-04T15:17:14.000Z,77,40,https://www.cityofmadison.com/news/provisional-voters-get-your-ballot-counted-2 ,0,0,,,,,
1323979932070981632,"Thanks to the entire #BadgersVote coalition, and thanks to  you, Kathy Cramer. https://t.co/7b8cRCvGxO",2020-11-04T13:26:28.000Z,50,1,https://twitter.com/KathyJCramer/status/1323811421805780994 ,1,0,,,,,
1323979472702496769,Still true this morning—&gt; https://t.co/lMMpU0Uu7d,2020-11-04T13:24:39.000Z,118,4,https://twitter.com/BeckyBlank/status/1323862128764309504 ,0,0,,,,,
1323976589785341952,"RT @WI_Elections : Reminder - slow results do not mean a problem, just that election officials are doing their jobs to make sure every legitimate ballot is counted accurately.",2020-11-04T13:13:11.000Z,0,0,,0,0,,,,,
1323814221038022656,"It's been a long day, but the lines moved quickly, voters were respectful, and our voices were heard at the ballot box. HUGE shoutout to all #Badgers who voted today, and to the thousands who voted early. 

When #BadgersVote, democracy wins. https://t.co/gpFRUe7yFz",2020-11-04T02:28:00.000Z,75,4,,2,0,photo,https://pbs.twimg.com/media/El8SvEhXIAApil_.jpg,,,
1323787412443725824,"RT @BadgersVote : Grab a friend and run to the polls before they close at 8pm! Remember, if you are in line at 8pm, stay in line. You will still be able to vote. 
#BadgersVote https://t.co/bqtuFqUFMA",2020-11-04T00:41:28.000Z,0,0,,1,0,animated_gif,https://video.twimg.com/tweet_video/El8AcXHWoAAhQ4s.mp4,,,
1323784525697159169,"Wisconsin's same day voter registration means that you can *still*

1️⃣ register at your polling place and 
2️⃣ vote today before 8:00 p.m.

Find everything you need at https://t.co/62HETKuwCo

#BadgersVote https://t.co/aJfbAZgcSP",2020-11-04T00:30:00.000Z,27,10,https://vote.wisc.edu ,1,0,photo,https://pbs.twimg.com/media/El8CeN0WMAg9urk.jpg,,,
1323777323804565504,"RT @BeckyBlank : Thanks for voting, #Badgers.

(And if you haven’t done so, you still have until 8 p.m.!)

Here are a few thoughts about the night to come and where we go from here:

https://t.co/YuOA2t4h8q 

#BadgersVote",2020-11-04T00:01:23.000Z,0,0,https://chancellor.wisc.edu/blog/thank-you-for-voting/ ,2,0,,,,,
1323776980559384577,"Important note if you're voting in person tonight:

➡️If you are already in line to vote when polls close at 8 pm, you are still allowed to vote.⬅️

Poll workers will mark the end of the line at 8 pm sharp. The polls will stay open until everyone in line has voted.

#BadgersVote https://t.co/npF55QEJ6X",2020-11-04T00:00:01.000Z,25,8,,1,0,photo,https://pbs.twimg.com/media/El785itXIAIuZYD.jpg,,,
1323775040144420865,RT @BadgersVote : Still have your absentee ballot? It’s getting late! Make sure you drop off your ballot at your polling place before 8pm. #BadgersVote,2020-11-03T23:52:18.000Z,0,0,,1,0,,,,,
1323763533876731904,"Still unsure where you’re supposed to vote today in the @CityofMadison? It's not too late to find your assigned polling location at https://t.co/5Pu2aGRbur

#BadgersVote https://t.co/Qbgayx5f40",2020-11-03T23:06:35.000Z,10,3,http://go.wisc.edu/polls ,1,1,video,https://video.twimg.com/amplify_video/1323345706346782721/vid/1280x720/D7iyaaMVvl44zG6F.mp4?tag=13,,,
1323749026060271616,"RT @UWCDO : Your vote matters! You have the power to make change, and it starts with casting your vote. I just did, and there’s still time for you to make your voice heard, too. 

Polls close in Wisconsin at 8pm. Let's go, Badgers!

https://t.co/jUA0pfxO6K #BadgersVote https://t.co/6B8wJlBHvn",2020-11-03T22:08:56.000Z,0,0,http://vote.wisc.edu ,1,0,photo,https://pbs.twimg.com/media/El7laQqXgAA3dVW.jpg,,,
1323740360468762630,"Feeling overwhelmed about #ElectionDay? The voting process can be daunting, especially if it’s your first time. We’re here to help you #BeAVoter. Use our step-by-step guide at https://t.co/62HETKuwCo

#BadgersVote https://t.co/swB1bTcysc",2020-11-03T21:34:30.000Z,10,2,https://vote.wisc.edu ,3,0,photo,https://pbs.twimg.com/media/El7e0jzWkAECJEK.jpg,,,
1323710878823440389,It’s not just an #IVoted sticker — it’s a badge of honor. Tell the world that you proudly fulfilled your civic duty! Post a photo of your sticker and tag #BadgersVote in your tweet or Instagram. https://t.co/62HETKuwCo https://t.co/a791LJcyPl,2020-11-03T19:37:21.000Z,54,6,https://vote.wisc.edu ,2,0,photo,https://pbs.twimg.com/media/El7DqBAW0AE5u6v.jpg,,,
1323698000544387074,"RT @BadgersVote : Got last minute voting questions? DM us, visit https://t.co/hG1FsCm5GC, or call the non-partisan voter helpline at 608-285-2141. 

#BadgersVote",2020-11-03T18:46:11.000Z,0,0,http://vote.wisc.edu ,1,0,,,,,
1323692202443329536,"#Badgers, plan to schedule your test on campus via @UHSMadison—&gt;  https://t.co/MXXdi41Ghw https://t.co/KTOT03gpr0",2020-11-03T18:23:08.000Z,8,5,https://www.uhs.wisc.edu/medical/testing/ https://twitter.com/PublicHealthMDC/status/1323691152000847873 ,1,1,,,,,
1323689127120936960,"If you want to be a Badger, just come along with me... to let your voice be heard and get out the #BadgersVote! 

Cast your ballot today and help Wisconsin win the #B1GVotes Challenge. https://t.co/62HETKuwCo

@UWBuckyBadger https://t.co/55rpQ714H3",2020-11-03T18:10:55.000Z,19,8,https://vote.wisc.edu ,2,1,animated_gif,https://video.twimg.com/tweet_video/El6wPTPWoAE_44-.mp4,,,
1323676877932892164,"It's not easy to run an election in a pandemic.

Thank you, @MadisonWIClerk and the 4,000 people (including many UW students) serving as poll workers today in Madison for doing an outstanding job making our democracy work.

#BadgersVote https://t.co/HNXUXv0cW3",2020-11-03T17:22:15.000Z,245,27,,1,1,photo,https://pbs.twimg.com/media/El6j71bWkAEkO2w.jpg,https://pbs.twimg.com/media/El6j71dWMAIyXL7.jpg,https://pbs.twimg.com/media/El6lAEKWMAIATda.jpg,https://pbs.twimg.com/media/El6j71eX0AAgwtH.jpg
1323669921205833729,RT @BadgerFootball : Nov. 3 Update: https://t.co/ISNJ9K6fhZ https://t.co/ujSUmKAjKo,2020-11-03T16:54:36.000Z,0,0,https://go.wisc.edu/8vb6q3 ,0,0,photo,https://pbs.twimg.com/media/El6earOWkAAWenR.jpg,,,
1323664873264467974,"Every. #BadgersVote. Counts.

If you didn’t already vote early, make time for democracy and #BeAVoter today. https://t.co/PZq43ITBnV",2020-11-03T16:34:32.000Z,34,12,http://vote.wisc.edu ,2,0,,,,,
1323643698157178886,"RT @MadisonWIClerk : Polls are open 7am - 8pm on November 3rd. 

If you're in line at 8pm, you can vote.

Find your polling place at https://t.co/cs97DqTwDN.

#MadisonVotes2020 #vote #elections2020",2020-11-03T15:10:24.000Z,0,0,http://www.cityofmadison.com/WhereDoIVote ,3,0,,,,,
1323633532049248256,"When #BadgersVote, they need a photo ID like a Wisconsin driver’s license or other WI/Federal ID.

Don’t have one of those? Get a free UW Voter ID:

1. Download: https://t.co/V6mQlkZUXk
2. Print: https://t.co/uw8lrdrILo https://t.co/rwJ9zxTc2l",2020-11-03T14:30:00.000Z,21,13,http://voterid.wisc.edu http://go.wisc.edu/printid ,1,0,photo,https://pbs.twimg.com/media/El5ucFwXUAEtkdf.jpg,,,
1323625773333434369,"The first voters at the Chazen Art Museum polling place this morning braved the morning chill to participate in our democracy. It promises to be a warm and sunny #Election2020 Day. Remember, #BadgersVote. https://t.co/6v0RqUM6kq",2020-11-03T13:59:10.000Z,74,3,,2,0,photo,https://pbs.twimg.com/media/El52kQUWMAAiSYs.jpg,,,
